user_id,archetype,signup_date,assigned_professor,timer_experiment,question_experiment,notification_experiment,total_events,last_active_date,total_sessions,avg_session_duration_sec,funnel_max_stage,days_active,quiz_attempts,quiz_pass_rate
u_00508,power_user,2025-01-03,prof_006,timer,5_questions,no_notification,341,2025-04-01,66,43559.78787878788,7,72,40.0,0.9
u_00509,power_user,2025-01-07,prof_013,no_timer,5_questions,no_notification,381,2025-03-31,66,47493.681818181816,7,74,45.0,0.8222222222222222
u_00510,power_user,2025-01-02,prof_003,timer,5_questions,notification,413,2025-03-31,80,52736.1125,7,85,45.0,0.9555555555555556
u_00511,power_user,2025-01-07,prof_006,no_timer,3_questions,notification,452,2025-04-01,78,48685.6282051282,7,82,56.0,0.7678571428571429
u_00512,power_user,2025-01-03,prof_001,timer,5_questions,no_notification,355,2025-03-31,66,57351.43939393939,7,76,42.0,0.9523809523809523
u_00513,power_user,2025-01-13,prof_018,no_timer,5_questions,notification,433,2025-04-02,72,66702.54166666667,7,75,54.0,0.9629629629629629
u_00514,power_user,2025-01-02,prof_008,no_timer,5_questions,notification,439,2025-03-31,77,45809.38961038961,7,82,52.0,0.7692307692307693
u_00515,power_user,2025-01-05,prof_009,timer,3_questions,notification,417,2025-04-01,77,53224.831168831166,7,80,48.0,0.9375
u_00516,power_user,2025-01-12,prof_014,timer,3_questions,notification,406,2025-04-01,66,65038.01515151515,7,73,52.0,0.9807692307692307
u_00517,power_user,2025-01-03,prof_003,timer,3_questions,no_notification,392,2025-04-01,67,55548.119402985074,7,78,47.0,0.9361702127659575
u_00518,power_user,2025-01-09,prof_020,timer,3_questions,notification,464,2025-03-31,74,60273.7972972973,7,78,59.0,0.9661016949152542
u_00519,power_user,2025-01-09,prof_013,no_timer,3_questions,notification,447,2025-03-31,75,48811.49333333333,7,77,58.0,0.7758620689655172
u_00520,power_user,2025-01-06,prof_002,timer,5_questions,notification,364,2025-04-01,75,40799.89333333333,7,78,37.0,0.9459459459459459
u_00521,power_user,2025-01-08,prof_019,no_timer,5_questions,notification,450,2025-04-01,79,52508.49367088608,7,80,55.0,0.9272727272727272
u_00522,power_user,2025-01-11,prof_010,timer,3_questions,no_notification,348,2025-03-31,61,63060.37704918033,7,72,41.0,0.975609756097561
u_00523,power_user,2025-01-06,prof_010,no_timer,3_questions,notification,445,2025-04-01,77,63099.0,7,80,54.0,0.9629629629629629
u_00524,power_user,2025-01-05,prof_014,no_timer,3_questions,no_notification,479,2025-03-31,79,60548.70886075949,7,82,60.0,0.8666666666666667
u_00525,power_user,2025-01-01,prof_013,no_timer,5_questions,no_notification,439,2025-04-01,72,68759.77777777778,7,81,54.0,0.9444444444444444
u_00526,power_user,2025-01-07,prof_005,no_timer,5_questions,notification,391,2025-04-02,74,43554.59459459459,7,81,43.0,0.9069767441860465
u_00527,power_user,2025-01-05,prof_018,no_timer,3_questions,notification,441,2025-04-01,74,53218.63513513513,7,79,54.0,0.8888888888888888
u_00528,power_user,2025-01-07,prof_010,timer,5_questions,notification,385,2025-04-02,65,58689.73846153846,7,71,50.0,0.9
u_00529,power_user,2025-01-04,prof_018,no_timer,5_questions,notification,444,2025-03-31,82,48127.51219512195,7,86,51.0,0.8235294117647058
u_00530,power_user,2025-01-11,prof_013,timer,5_questions,notification,400,2025-04-02,71,60635.42253521127,7,78,48.0,0.9791666666666666
u_00531,power_user,2025-01-05,prof_011,timer,5_questions,no_notification,420,2025-04-02,73,58885.232876712325,7,79,52.0,0.9423076923076923
u_00532,power_user,2025-01-14,prof_003,timer,3_questions,no_notification,283,2025-04-01,49,57875.795918367345,7,60,33.0,0.9393939393939394
u_00533,power_user,2025-01-07,prof_013,timer,3_questions,notification,463,2025-04-02,78,60718.333333333336,7,81,58.0,0.896551724137931
u_00534,power_user,2025-01-14,prof_019,timer,5_questions,notification,394,2025-04-02,67,57708.432835820895,7,74,48.0,0.9375
u_00535,power_user,2025-01-14,prof_011,no_timer,3_questions,notification,353,2025-03-31,63,45789.1746031746,7,65,39.0,0.9230769230769231
u_00536,power_user,2025-01-05,prof_007,timer,5_questions,notification,450,2025-04-01,71,78630.32394366198,7,76,59.0,0.9830508474576272
u_00537,power_user,2025-01-03,prof_020,timer,5_questions,notification,449,2025-03-31,77,55369.831168831166,7,83,56.0,0.9285714285714286
u_00538,power_user,2025-01-01,prof_018,no_timer,5_questions,no_notification,425,2025-03-31,72,58806.36111111111,7,79,53.0,0.8301886792452831
u_00539,power_user,2025-01-03,prof_015,no_timer,5_questions,no_notification,400,2025-03-31,68,54199.382352941175,7,78,48.0,0.8958333333333334
u_00540,power_user,2025-01-10,prof_012,no_timer,5_questions,notification,383,2025-03-31,71,54928.23943661972,7,75,45.0,0.9777777777777777
u_00541,power_user,2025-01-09,prof_016,no_timer,3_questions,no_notification,332,2025-04-02,61,44982.688524590165,7,70,39.0,0.8717948717948718
u_00542,power_user,2025-01-02,prof_011,no_timer,3_questions,notification,476,2025-04-01,79,52888.354430379746,7,83,57.0,0.9298245614035088
u_00543,power_user,2025-01-06,prof_005,timer,5_questions,no_notification,297,2025-03-31,64,40856.53125,7,72,32.0,0.96875
u_00544,power_user,2025-01-04,prof_010,timer,3_questions,no_notification,433,2025-04-01,74,61565.7027027027,7,80,53.0,0.8867924528301887
u_00545,power_user,2025-01-02,prof_008,no_timer,3_questions,no_notification,371,2025-04-02,60,62214.28333333333,7,75,48.0,0.8333333333333334
u_00546,power_user,2025-01-06,prof_018,no_timer,5_questions,no_notification,295,2025-04-01,60,35143.95,7,64,30.0,0.9666666666666667
u_00547,power_user,2025-01-01,prof_016,no_timer,3_questions,no_notification,420,2025-03-30,70,56199.45714285714,7,77,53.0,0.8490566037735849
u_00548,power_user,2025-01-03,prof_006,timer,5_questions,notification,444,2025-04-01,76,57395.11842105263,7,80,55.0,0.8909090909090909
u_00549,power_user,2025-01-09,prof_018,timer,3_questions,notification,430,2025-03-31,73,60568.17808219178,7,74,50.0,0.98
u_00550,power_user,2025-01-09,prof_002,timer,5_questions,notification,457,2025-03-31,76,67151.90789473684,7,79,58.0,0.9827586206896551
u_00551,power_user,2025-01-10,prof_008,timer,3_questions,notification,441,2025-04-02,72,66389.33333333333,7,80,54.0,0.9259259259259259
u_00552,power_user,2025-01-11,prof_007,no_timer,5_questions,notification,415,2025-03-31,74,58175.21621621621,7,75,50.0,0.94
u_00553,power_user,2025-01-12,prof_020,no_timer,5_questions,notification,344,2025-03-31,71,27070.408450704224,7,72,38.0,0.631578947368421
u_00554,power_user,2025-01-03,prof_001,no_timer,3_questions,notification,476,2025-03-31,81,54023.234567901236,7,84,58.0,0.8448275862068966
u_00555,power_user,2025-01-04,prof_017,no_timer,5_questions,notification,385,2025-04-01,79,43060.6835443038,7,86,44.0,0.8636363636363636
u_00556,power_user,2025-01-14,prof_017,no_timer,3_questions,notification,375,2025-03-31,67,53946.53731343283,7,69,44.0,0.8863636363636364
u_00557,power_user,2025-01-03,prof_004,timer,3_questions,notification,444,2025-03-31,73,66633.8493150685,7,79,56.0,0.9464285714285714
u_00558,power_user,2025-01-06,prof_020,no_timer,5_questions,no_notification,414,2025-03-31,71,47419.66197183099,7,80,51.0,0.803921568627451
u_00559,power_user,2025-01-10,prof_013,timer,5_questions,no_notification,292,2025-04-01,60,45553.433333333334,7,67,32.0,0.96875
u_00560,power_user,2025-01-12,prof_015,timer,3_questions,no_notification,375,2025-04-02,63,64659.36507936508,7,73,46.0,0.9782608695652174
u_00561,power_user,2025-01-05,prof_003,timer,3_questions,no_notification,407,2025-04-01,68,58644.69117647059,7,77,49.0,0.9387755102040817
u_00562,power_user,2025-01-08,prof_013,no_timer,5_questions,notification,394,2025-03-31,75,47442.973333333335,7,78,43.0,0.9302325581395349
u_00563,power_user,2025-01-11,prof_001,timer,3_questions,no_notification,310,2025-04-02,54,49733.351851851854,7,64,36.0,0.9722222222222222
u_00564,power_user,2025-01-11,prof_014,no_timer,3_questions,notification,440,2025-03-31,72,56796.59722222222,7,75,55.0,0.8909090909090909
u_00565,power_user,2025-01-14,prof_008,timer,5_questions,no_notification,322,2025-04-02,57,61513.40350877193,7,64,38.0,0.9736842105263158
u_00566,power_user,2025-01-12,prof_002,timer,5_questions,notification,385,2025-03-31,69,50167.42028985507,7,72,44.0,0.9772727272727273
u_00567,power_user,2025-01-03,prof_006,no_timer,3_questions,notification,464,2025-03-31,77,63126.76623376623,7,84,59.0,0.847457627118644
u_00568,power_user,2025-01-13,prof_019,timer,5_questions,notification,366,2025-03-31,68,46250.617647058825,7,72,43.0,0.8372093023255814
u_00569,power_user,2025-01-07,prof_010,timer,3_questions,no_notification,429,2025-03-31,69,69640.26086956522,7,74,54.0,0.9814814814814815
u_00570,power_user,2025-01-07,prof_018,no_timer,5_questions,notification,348,2025-03-31,72,40901.430555555555,7,77,39.0,0.7948717948717948
u_00571,power_user,2025-01-09,prof_003,no_timer,3_questions,notification,436,2025-04-01,74,55094.91891891892,7,77,54.0,0.8703703703703703
u_00572,power_user,2025-01-03,prof_014,timer,3_questions,no_notification,435,2025-04-01,73,60661.42465753425,7,81,54.0,0.9629629629629629
u_00573,power_user,2025-01-07,prof_020,no_timer,5_questions,notification,404,2025-03-31,76,38563.32894736842,7,78,48.0,0.7916666666666666
u_00574,power_user,2025-01-01,prof_009,no_timer,5_questions,notification,522,2025-04-02,86,60196.348837209305,7,90,67.0,0.8955223880597015
u_00575,power_user,2025-01-14,prof_012,no_timer,5_questions,notification,409,2025-03-31,72,40035.416666666664,7,73,49.0,0.8163265306122449
u_00576,power_user,2025-01-04,prof_019,no_timer,3_questions,no_notification,396,2025-04-02,66,49687.954545454544,7,76,50.0,0.76
u_00577,power_user,2025-01-06,prof_008,timer,3_questions,no_notification,384,2025-04-01,63,57084.23809523809,7,74,48.0,0.9583333333333334
u_00578,power_user,2025-01-11,prof_005,no_timer,3_questions,no_notification,298,2025-04-01,51,52954.05882352941,7,60,33.0,1.0
u_00579,power_user,2025-01-10,prof_011,no_timer,3_questions,notification,420,2025-04-01,73,62041.75342465754,7,75,50.0,0.86
u_00580,power_user,2025-01-13,prof_001,no_timer,5_questions,no_notification,393,2025-03-31,66,48298.48484848485,7,71,51.0,0.7647058823529411
u_00581,power_user,2025-01-01,prof_009,timer,3_questions,notification,492,2025-03-31,84,50402.607142857145,7,87,58.0,0.9655172413793104
u_00582,power_user,2025-01-01,prof_006,no_timer,5_questions,no_notification,404,2025-04-01,75,42166.706666666665,7,81,47.0,0.8723404255319149
u_00583,power_user,2025-01-01,prof_004,timer,3_questions,no_notification,445,2025-03-31,73,72173.7397260274,7,82,55.0,0.9636363636363636
u_00584,power_user,2025-01-13,prof_018,timer,5_questions,no_notification,398,2025-03-29,65,64127.67692307692,7,69,49.0,0.9795918367346939
u_00585,power_user,2025-01-01,prof_001,no_timer,5_questions,no_notification,390,2025-04-02,71,59096.23943661972,7,77,47.0,0.8723404255319149
u_00586,power_user,2025-01-06,prof_003,timer,3_questions,no_notification,420,2025-04-01,69,60716.76811594203,7,76,51.0,0.9803921568627451
u_00587,power_user,2025-01-13,prof_006,timer,5_questions,no_notification,324,2025-03-31,58,49387.48275862069,7,68,38.0,0.9736842105263158
u_00588,power_user,2025-01-02,prof_009,no_timer,3_questions,notification,447,2025-03-31,77,51797.857142857145,7,80,53.0,0.8867924528301887
u_00589,power_user,2025-01-04,prof_006,no_timer,5_questions,no_notification,423,2025-03-31,70,53704.71428571428,7,75,53.0,0.8301886792452831
u_00590,power_user,2025-01-13,prof_010,no_timer,3_questions,no_notification,362,2025-04-01,61,51409.37704918033,7,64,45.0,0.8666666666666667
u_00591,power_user,2025-01-06,prof_009,timer,5_questions,notification,440,2025-04-01,74,58450.7027027027,7,78,54.0,0.9629629629629629
u_00592,power_user,2025-01-12,prof_015,timer,3_questions,no_notification,402,2025-04-02,66,53221.90909090909,7,73,50.0,0.96
u_00593,power_user,2025-01-01,prof_001,no_timer,5_questions,no_notification,397,2025-03-31,81,40188.82716049383,7,83,44.0,0.8409090909090909
u_00594,power_user,2025-01-09,prof_011,no_timer,5_questions,no_notification,411,2025-04-01,69,59953.666666666664,7,76,52.0,0.9230769230769231
u_00595,power_user,2025-01-10,prof_020,timer,5_questions,no_notification,310,2025-03-31,68,34658.80882352941,7,75,30.0,0.9666666666666667
u_00596,power_user,2025-01-12,prof_020,timer,5_questions,no_notification,376,2025-03-31,65,64809.89230769231,7,73,47.0,0.9574468085106383
u_00597,power_user,2025-01-05,prof_006,no_timer,5_questions,no_notification,408,2025-04-01,70,51272.75714285715,7,75,51.0,0.9803921568627451
u_00598,power_user,2025-01-10,prof_016,timer,5_questions,no_notification,263,2025-03-31,56,48955.05357142857,7,64,30.0,0.9666666666666667
u_00599,power_user,2025-01-08,prof_009,no_timer,5_questions,notification,357,2025-04-01,70,42414.71428571428,7,77,43.0,0.813953488372093
u_00600,power_user,2025-01-12,prof_019,timer,3_questions,notification,376,2025-03-31,66,50814.57575757576,7,70,44.0,0.9318181818181818
u_00601,power_user,2025-01-02,prof_015,timer,5_questions,no_notification,372,2025-03-29,69,42900.85507246377,7,73,42.0,0.9047619047619048
u_00602,power_user,2025-01-14,prof_003,no_timer,5_questions,notification,405,2025-04-01,68,50542.779411764706,7,70,51.0,0.8823529411764706
u_00603,power_user,2025-01-01,prof_010,timer,5_questions,notification,468,2025-03-31,85,54332.0,7,88,55.0,0.9272727272727272
u_00604,power_user,2025-01-11,prof_014,no_timer,3_questions,no_notification,339,2025-03-31,59,56105.23728813559,7,66,40.0,0.925
u_00605,power_user,2025-01-04,prof_020,no_timer,5_questions,no_notification,418,2025-03-31,76,54299.90789473684,7,79,50.0,0.88
u_00606,power_user,2025-01-04,prof_018,timer,5_questions,notification,344,2025-04-01,79,38361.40506329114,7,84,34.0,0.9705882352941176
u_00607,power_user,2025-01-08,prof_004,timer,5_questions,notification,467,2025-03-31,78,58145.692307692305,7,80,58.0,0.9137931034482759
u_00608,power_user,2025-01-08,prof_020,timer,5_questions,no_notification,390,2025-04-01,72,45085.430555555555,7,76,44.0,0.9545454545454546
u_00609,power_user,2025-01-06,prof_014,timer,3_questions,notification,407,2025-03-31,77,44349.35064935065,7,84,43.0,0.9767441860465116
u_00610,power_user,2025-01-03,prof_009,timer,3_questions,no_notification,445,2025-04-01,76,58168.82894736842,7,84,53.0,0.9245283018867925
u_00611,power_user,2025-01-12,prof_012,no_timer,5_questions,notification,437,2025-04-01,72,63162.02777777778,7,75,56.0,0.9107142857142857
u_00612,power_user,2025-01-07,prof_012,timer,5_questions,notification,450,2025-04-01,78,54802.52564102564,7,81,54.0,0.9259259259259259
u_00613,power_user,2025-01-05,prof_010,no_timer,3_questions,notification,379,2025-04-01,70,42240.68571428571,7,77,43.0,0.8604651162790697
u_00614,power_user,2025-01-03,prof_005,no_timer,5_questions,no_notification,358,2025-04-02,69,47541.97101449275,7,75,43.0,0.8837209302325582
u_00615,power_user,2025-01-03,prof_015,timer,5_questions,no_notification,415,2025-04-01,71,54807.76056338028,7,75,49.0,0.9183673469387755
u_00616,power_user,2025-01-11,prof_016,timer,5_questions,no_notification,284,2025-04-02,53,52500.03773584906,7,65,31.0,0.967741935483871
u_00617,power_user,2025-01-10,prof_011,timer,5_questions,notification,424,2025-03-31,68,63144.17647058824,7,75,55.0,0.9090909090909091
u_00618,power_user,2025-01-02,prof_004,timer,5_questions,notification,422,2025-04-01,79,48780.13924050633,7,83,48.0,0.9791666666666666
u_00619,power_user,2025-01-11,prof_006,timer,3_questions,notification,431,2025-04-01,71,56407.957746478874,7,77,54.0,0.9259259259259259
u_00620,power_user,2025-01-07,prof_011,no_timer,5_questions,notification,423,2025-03-31,72,52646.77777777778,7,79,52.0,0.9230769230769231
u_00621,power_user,2025-01-01,prof_013,timer,3_questions,no_notification,420,2025-04-01,70,61533.885714285716,7,82,53.0,0.9245283018867925
u_00622,power_user,2025-01-12,prof_013,timer,3_questions,no_notification,428,2025-03-31,71,58840.52112676056,7,75,52.0,0.9423076923076923
u_00623,power_user,2025-01-10,prof_019,no_timer,5_questions,notification,344,2025-04-02,66,46455.51515151515,7,74,39.0,0.8717948717948718
u_00624,power_user,2025-01-04,prof_007,timer,5_questions,notification,407,2025-04-01,81,43402.333333333336,7,85,42.0,1.0
u_00625,power_user,2025-01-04,prof_019,timer,3_questions,no_notification,374,2025-04-01,64,53268.21875,7,73,45.0,0.9111111111111111
u_00626,power_user,2025-01-04,prof_011,timer,5_questions,notification,429,2025-04-02,79,59855.3164556962,7,82,51.0,0.9803921568627451
u_00627,power_user,2025-01-11,prof_009,no_timer,5_questions,no_notification,319,2025-03-30,59,53624.84745762712,7,65,36.0,0.8888888888888888
u_00628,power_user,2025-01-09,prof_020,no_timer,3_questions,no_notification,375,2025-04-01,65,49953.75384615385,7,71,45.0,0.8666666666666667
u_00629,power_user,2025-01-05,prof_012,no_timer,3_questions,no_notification,392,2025-03-31,63,57488.84126984127,7,72,51.0,0.8823529411764706
u_00630,power_user,2025-01-14,prof_020,timer,3_questions,no_notification,327,2025-03-31,62,49218.33870967742,7,68,37.0,1.0
u_00631,power_user,2025-01-10,prof_004,timer,5_questions,notification,325,2025-03-31,70,36936.114285714284,7,73,34.0,0.9411764705882353
u_00632,power_user,2025-01-04,prof_006,no_timer,3_questions,no_notification,325,2025-03-31,72,28853.166666666668,7,78,30.0,0.9
u_00633,power_user,2025-01-08,prof_014,timer,5_questions,no_notification,391,2025-03-31,64,59428.84375,7,69,49.0,0.8979591836734694
u_00634,power_user,2025-01-04,prof_006,no_timer,3_questions,notification,408,2025-04-01,73,47884.79452054795,7,80,47.0,0.7872340425531915
u_00635,power_user,2025-01-08,prof_016,no_timer,3_questions,notification,448,2025-03-31,74,66335.6081081081,7,79,55.0,0.9636363636363636
u_00636,power_user,2025-01-05,prof_011,no_timer,3_questions,no_notification,421,2025-03-31,72,51016.583333333336,7,79,53.0,0.7547169811320755
u_00637,power_user,2025-01-12,prof_001,no_timer,3_questions,notification,422,2025-04-01,69,68084.31884057971,7,74,55.0,0.9454545454545454
u_00638,power_user,2025-01-10,prof_013,no_timer,5_questions,no_notification,285,2025-04-02,61,37574.60655737705,7,68,31.0,0.8387096774193549
u_00639,power_user,2025-01-03,prof_014,no_timer,5_questions,notification,400,2025-03-31,80,41579.4125,7,82,48.0,0.7916666666666666
u_00640,power_user,2025-01-13,prof_003,timer,3_questions,no_notification,369,2025-04-01,61,56841.57377049181,7,71,45.0,0.9777777777777777
u_00641,power_user,2025-01-07,prof_002,no_timer,3_questions,no_notification,394,2025-03-31,68,55114.632352941175,7,74,48.0,0.9375
u_00642,power_user,2025-01-11,prof_006,no_timer,5_questions,notification,408,2025-04-01,74,50481.58108108108,7,78,47.0,0.8723404255319149
u_00643,power_user,2025-01-09,prof_019,timer,5_questions,no_notification,386,2025-04-01,69,58215.24637681159,7,77,45.0,0.9777777777777777
u_00644,power_user,2025-01-08,prof_018,timer,5_questions,notification,308,2025-04-02,72,34978.25,7,77,31.0,0.9354838709677419
u_00645,power_user,2025-01-12,prof_014,timer,3_questions,no_notification,355,2025-04-01,57,69118.38596491228,7,65,47.0,0.8936170212765957
u_00646,power_user,2025-01-06,prof_002,no_timer,5_questions,no_notification,410,2025-04-02,69,50974.289855072464,7,78,53.0,0.7735849056603774
u_00647,power_user,2025-01-06,prof_003,no_timer,3_questions,notification,456,2025-04-01,75,53957.08,7,81,58.0,0.8620689655172413
u_00648,power_user,2025-01-01,prof_007,no_timer,5_questions,notification,471,2025-03-28,80,62393.2125,7,86,56.0,1.0
u_00649,power_user,2025-01-06,prof_020,timer,3_questions,notification,472,2025-04-02,78,57989.89743589744,7,82,61.0,0.8524590163934426
u_00650,power_user,2025-01-04,prof_002,no_timer,5_questions,notification,419,2025-04-02,80,46550.425,7,82,48.0,0.7291666666666666
u_00651,power_user,2025-01-01,prof_011,no_timer,5_questions,no_notification,360,2025-03-31,68,43348.19117647059,7,73,41.0,0.9024390243902439
u_00652,power_user,2025-01-11,prof_017,timer,3_questions,no_notification,406,2025-03-31,65,65179.64615384615,7,71,52.0,0.9615384615384616
u_00653,power_user,2025-01-01,prof_002,no_timer,3_questions,notification,487,2025-04-01,80,59039.675,7,87,61.0,0.9180327868852459
u_00654,power_user,2025-01-02,prof_008,timer,5_questions,notification,383,2025-04-01,79,42830.81012658228,7,85,42.0,0.9285714285714286
u_00655,power_user,2025-01-09,prof_013,no_timer,3_questions,no_notification,453,2025-03-31,74,65465.41891891892,7,79,59.0,0.864406779661017
u_00656,power_user,2025-01-14,prof_014,no_timer,5_questions,notification,349,2025-03-31,62,40594.33870967742,7,68,41.0,0.8048780487804879
u_00657,power_user,2025-01-03,prof_003,no_timer,5_questions,no_notification,371,2025-03-30,64,47835.203125,7,69,47.0,0.7872340425531915
u_00658,power_user,2025-01-13,prof_015,no_timer,5_questions,notification,339,2025-03-31,67,40885.746268656716,7,70,39.0,0.9230769230769231
u_00659,power_user,2025-01-01,prof_003,no_timer,5_questions,notification,471,2025-04-01,80,61637.5875,7,85,58.0,0.9137931034482759
u_00660,power_user,2025-01-01,prof_018,no_timer,3_questions,no_notification,398,2025-03-31,70,55361.02857142857,7,74,49.0,0.9183673469387755
u_00661,power_user,2025-01-08,prof_007,no_timer,5_questions,no_notification,296,2025-04-02,57,47873.05263157895,7,64,34.0,0.8235294117647058
u_00662,power_user,2025-01-03,prof_010,no_timer,3_questions,no_notification,386,2025-03-31,69,39939.6231884058,7,73,45.0,0.7777777777777778
u_00663,power_user,2025-01-08,prof_011,timer,3_questions,notification,461,2025-04-01,75,69623.21333333333,7,81,58.0,0.9310344827586207
u_00664,power_user,2025-01-06,prof_015,timer,3_questions,notification,434,2025-03-31,78,46378.230769230766,7,82,51.0,0.9215686274509803
u_00665,power_user,2025-01-06,prof_015,no_timer,3_questions,no_notification,353,2025-04-01,60,47252.683333333334,7,69,42.0,0.9047619047619048
u_00666,power_user,2025-01-07,prof_007,timer,5_questions,notification,393,2025-03-31,72,52858.34722222222,7,77,44.0,0.9545454545454546
u_00667,power_user,2025-01-08,prof_009,timer,5_questions,no_notification,290,2025-03-28,51,55701.13725490196,7,63,35.0,0.9714285714285714
u_00668,power_user,2025-01-12,prof_003,no_timer,3_questions,notification,421,2025-04-01,69,57106.188405797104,7,74,55.0,0.8181818181818182
u_00669,power_user,2025-01-14,prof_013,no_timer,3_questions,no_notification,374,2025-04-01,65,58006.13846153846,7,71,44.0,0.8636363636363636
u_00670,power_user,2025-01-03,prof_003,timer,3_questions,notification,430,2025-04-01,72,61337.375,7,81,51.0,0.9411764705882353
u_00671,power_user,2025-01-04,prof_016,timer,3_questions,notification,458,2025-04-02,79,56207.59493670886,7,83,54.0,0.9259259259259259
u_00672,power_user,2025-01-06,prof_017,no_timer,3_questions,notification,473,2025-04-01,77,57878.22077922078,7,82,61.0,0.8852459016393442
u_00673,power_user,2025-01-01,prof_011,timer,5_questions,notification,467,2025-04-02,82,57650.91463414634,7,85,57.0,0.9824561403508771
u_00674,power_user,2025-01-13,prof_016,timer,3_questions,no_notification,303,2025-04-01,49,67132.95918367348,7,60,39.0,0.9230769230769231
u_00675,power_user,2025-01-05,prof_003,timer,3_questions,no_notification,402,2025-03-30,61,82247.47540983607,7,69,55.0,0.9818181818181818
u_00676,power_user,2025-01-12,prof_012,no_timer,3_questions,no_notification,380,2025-04-02,61,70650.7868852459,7,71,48.0,0.9583333333333334
u_00677,power_user,2025-01-03,prof_005,timer,3_questions,notification,403,2025-03-31,80,45994.2375,7,82,44.0,0.9545454545454546
u_00678,power_user,2025-01-10,prof_020,timer,5_questions,no_notification,337,2025-04-01,61,51031.04918032787,7,68,37.0,0.918918918918919
u_00679,power_user,2025-01-12,prof_007,timer,5_questions,no_notification,356,2025-04-01,61,62038.016393442624,7,68,44.0,0.9772727272727273
u_00680,power_user,2025-01-13,prof_007,timer,3_questions,notification,401,2025-03-31,64,69826.078125,7,70,51.0,0.9803921568627451
u_00681,power_user,2025-01-02,prof_004,no_timer,5_questions,no_notification,414,2025-04-01,69,60085.913043478264,7,79,51.0,0.9215686274509803
u_00682,power_user,2025-01-01,prof_011,timer,3_questions,no_notification,423,2025-04-01,69,71544.84057971014,7,78,53.0,0.9622641509433962
u_00683,power_user,2025-01-06,prof_003,timer,5_questions,notification,340,2025-03-30,64,49841.078125,7,74,39.0,0.9487179487179487
u_00684,power_user,2025-01-01,prof_010,timer,3_questions,no_notification,338,2025-03-31,58,58601.68965517241,7,64,39.0,0.9487179487179487
u_00685,power_user,2025-01-13,prof_010,timer,3_questions,no_notification,349,2025-03-31,57,77049.70175438597,7,63,43.0,0.9767441860465116
u_00686,power_user,2025-01-06,prof_013,timer,3_questions,no_notification,396,2025-04-01,68,50875.80882352941,7,73,47.0,0.9361702127659575
u_00687,power_user,2025-01-12,prof_020,timer,3_questions,no_notification,355,2025-04-02,58,66245.3275862069,7,71,44.0,0.9772727272727273
u_00688,power_user,2025-01-04,prof_011,timer,5_questions,no_notification,378,2025-03-31,74,47006.52702702703,7,79,42.0,0.9761904761904762
u_00689,power_user,2025-01-09,prof_012,timer,5_questions,notification,402,2025-04-01,76,49929.81578947369,7,80,45.0,0.9555555555555556
u_00690,power_user,2025-01-03,prof_001,timer,3_questions,no_notification,418,2025-03-31,71,56648.98591549296,7,77,51.0,0.9019607843137255
u_00691,power_user,2025-01-10,prof_007,timer,3_questions,no_notification,413,2025-03-31,67,68740.74626865672,7,76,53.0,0.9433962264150944
u_00692,power_user,2025-01-11,prof_017,no_timer,5_questions,no_notification,352,2025-04-01,59,60992.13559322034,7,71,43.0,0.9302325581395349
u_00693,power_user,2025-01-14,prof_013,timer,3_questions,no_notification,373,2025-04-02,63,51408.98412698413,7,70,46.0,0.8913043478260869
u_00694,power_user,2025-01-12,prof_003,no_timer,3_questions,notification,419,2025-04-01,70,49471.3,7,74,53.0,0.8301886792452831
u_00695,power_user,2025-01-08,prof_005,no_timer,5_questions,notification,393,2025-04-01,72,58536.11111111111,7,80,48.0,0.9583333333333334
u_00696,power_user,2025-01-09,prof_010,no_timer,3_questions,notification,471,2025-03-31,75,63508.17333333333,7,80,61.0,0.9508196721311475
u_00697,power_user,2025-01-05,prof_008,timer,5_questions,notification,434,2025-03-31,81,52104.82716049383,7,82,51.0,0.9411764705882353
u_00698,power_user,2025-01-05,prof_015,timer,5_questions,notification,440,2025-04-01,77,55034.31168831169,7,80,54.0,0.9074074074074074
u_00699,power_user,2025-01-10,prof_004,timer,3_questions,notification,458,2025-03-31,75,62428.86666666667,7,77,58.0,0.9482758620689655
u_00700,power_user,2025-01-04,prof_006,no_timer,5_questions,no_notification,425,2025-04-01,70,67718.88571428572,7,79,55.0,0.9454545454545454
u_00701,power_user,2025-01-11,prof_006,no_timer,3_questions,no_notification,396,2025-03-31,67,52507.76119402985,7,69,47.0,0.9574468085106383
u_00702,power_user,2025-01-06,prof_004,timer,5_questions,no_notification,396,2025-03-31,68,53419.455882352944,7,76,49.0,0.9591836734693877
u_00703,power_user,2025-01-13,prof_009,timer,5_questions,notification,429,2025-04-01,68,69547.70588235294,7,75,55.0,0.9636363636363636
u_00704,power_user,2025-01-09,prof_016,no_timer,5_questions,notification,441,2025-04-01,72,64869.40277777778,7,78,55.0,0.9454545454545454
u_00705,power_user,2025-01-09,prof_016,timer,5_questions,notification,381,2025-03-31,74,41785.58108108108,7,76,43.0,0.9069767441860465
u_00706,power_user,2025-01-14,prof_009,timer,3_questions,notification,429,2025-03-31,72,55472.041666666664,7,76,52.0,0.9038461538461539
u_00707,power_user,2025-01-09,prof_017,timer,3_questions,notification,464,2025-04-01,72,71619.19444444444,7,78,60.0,1.0
u_00708,power_user,2025-01-11,prof_008,timer,5_questions,no_notification,251,2025-04-02,53,54730.24528301887,7,60,28.0,1.0
